customer_id,name_hash,phone_hash,email_hash,segment,region,industry,client_size,created_at
CUST_000048,nm_707023534,ph_5158193516,em_9535760233,young,south,telco,large,2026-01-14T00:00:00
CUST_000049,nm_884274955,ph_8330569730,em_8008824686,premium,center,telco,large,2026-01-10T00:00:00
CUST_000050,nm_605005731,ph_3935102177,em_4346301145,young,center,telco,large,2026-10-07T00:00:00
CUST_000051,nm_437704308,ph_1164906462,em_9254179689,business,center,telco,large,2026-10-13T00:00:00
CUST_000052,nm_439269828,ph_8524100017,em_2769445237,premium,north,telco,large,2026-08-26T00:00:00
CUST_000053,nm_68809638,ph_2707871708,em_9180806009,mass,center,telco,large,2026-02-10T00:00:00
CUST_000054,nm_392521570,ph_1463009663,em_3847168675,young,north,telco,large,2026-02-14T00:00:00
CUST_000055,nm_195329278,ph_4503867224,em_7341467793,premium,north,telco,large,2026-11-27T00:00:00
CUST_000056,nm_144143711,ph_8170121180,em_8136591270,new,south,telco,large,2026-06-05T00:00:00
CUST_000057,nm_850356220,ph_6243223220,em_6940145406,young,center,telco,large,2026-07-01T00:00:00
CUST_000058,nm_347524519,ph_8562737044,em_4506393475,mass,center,telco,large,2026-10-09T00:00:00
CUST_000059,nm_610515787,ph_6868279142,em_7746139378,new,center,telco,large,2026-04-30T00:00:00
CUST_000060,nm_85656884,ph_5247686379,em_7165450996,business,north,telco,large,2026-08-17T00:00:00
CUST_000061,nm_692686907,ph_9031801047,em_3005368451,premium,north,telco,large,2026-10-12T00:00:00
CUST_000062,nm_975662119,ph_98660167,em_7743289554,young,center,telco,large,2026-11-20T00:00:00
CUST_000063,nm_128175539,ph_7889547654,em_87327970,new,north,telco,large,2026-06-04T00:00:00
CUST_000064,nm_621948932,ph_8999097562,em_8981795832,mass,north,telco,large,2026-04-02T00:00:00
CUST_000065,nm_65147712,ph_4970857254,em_3421990722,premium,south,telco,large,2026-10-26T00:00:00
CUST_000066,nm_521744089,ph_1474739339,em_8835399707,business,center,telco,large,2026-08-05T00:00:00
CUST_000067,nm_143271832,ph_6333864249,em_4176743944,young,center,telco,large,2026-01-23T00:00:00
CUST_000068,nm_787744135,ph_8999845958,em_6604613248,mass,north,telco,large,2026-09-26T00:00:00
CUST_000069,nm_924248026,ph_4182661295,em_7769202065,business,south,telco,large,2026-09-20T00:00:00
CUST_000070,nm_858407307,ph_7540087633,em_7427088699,new,south,telco,large,2026-02-19T00:00:00
CUST_000071,nm_595413574,ph_6445743347,em_709734340,young,north,telco,large,2026-06-24T00:00:00
CUST_000072,nm_141881588,ph_5469097250,em_5360875377,young,south,telco,large,2026-07-25T00:00:00
CUST_000073,nm_490289779,ph_9184730629,em_9892788604,new,north,telco,large,2026-12-16T00:00:00
CUST_000074,nm_337478388,ph_2449860467,em_1750350282,new,south,telco,large,2026-12-08T00:00:00
CUST_000075,nm_973195002,ph_2641159643,em_536609148,new,center,telco,large,2026-09-21T00:00:00
CUST_000076,nm_777041008,ph_4494158513,em_5716244095,young,north,telco,large,2026-01-11T00:00:00
CUST_000077,nm_608688805,ph_7076754658,em_5030179330,new,north,telco,large,2026-09-13T00:00:00
CUST_000078,nm_132521667,ph_3315597832,em_2812373461,young,north,telco,large,2026-07-30T00:00:00
CUST_000079,nm_769040683,ph_4735376452,em_6406456669,premium,north,telco,large,2026-06-06T00:00:00
CUST_000080,nm_624297247,ph_8468145229,em_7223393302,new,center,telco,large,2026-02-20T00:00:00
CUST_000081,nm_887831214,ph_6866575201,em_3226227297,business,north,telco,large,2026-04-22T00:00:00
CUST_000082,nm_918532187,ph_279189928,em_6326790557,new,north,telco,large,2026-05-26T00:00:00
CUST_000083,nm_770899415,ph_961159237,em_2052214220,young,south,telco,large,2026-05-04T00:00:00
CUST_000084,nm_875501238,ph_6273490657,em_1917971338,premium,center,telco,large,2026-10-09T00:00:00
CUST_000085,nm_604553793,ph_2397700247,em_766420944,mass,south,telco,large,2026-04-29T00:00:00
CUST_000086,nm_908478611,ph_1282545764,em_6648189626,young,north,telco,large,2026-07-01T00:00:00
CUST_000087,nm_102048827,ph_9345827434,em_8415705326,mass,north,telco,large,2026-04-01T00:00:00
CUST_000088,nm_955066615,ph_8378362794,em_7741545056,business,north,telco,large,2026-04-10T00:00:00
CUST_000089,nm_912040799,ph_489581821,em_8953529532,mass,south,telco,large,2026-07-20T00:00:00
CUST_000090,nm_799322715,ph_6217597505,em_2978342879,business,center,telco,large,2026-10-15T00:00:00
CUST_000091,nm_365172175,ph_9354389811,em_8656550302,mass,north,telco,large,2026-07-08T00:00:00
CUST_000092,nm_225803067,ph_9154547513,em_8921190415,premium,south,telco,large,2026-07-23T00:00:00
CUST_000093,nm_942372562,ph_8621232223,em_1079578539,premium,center,telco,large,2026-03-26T00:00:00
CUST_000094,nm_211392222,ph_3368484822,em_2999592929,premium,north,telco,large,2026-09-21T00:00:00
CUST_000095,nm_900930433,ph_3353268004,em_5976210096,business,center,telco,large,2026-04-01T00:00:00
CUST_000096,nm_141857998,ph_7642199263,em_3496004599,premium,south,telco,large,2026-09-22T00:00:00
CUST_000097,nm_870605664,ph_5283486901,em_5135912781,premium,center,telco,large,2026-12-12T00:00:00
CUST_000098,nm_778024323,ph_1771032229,em_6501642112,new,south,telco,large,2026-05-02T00:00:00
CUST_000099,nm_503499236,ph_5433622529,em_1617514032,premium,south,telco,large,2026-02-25T00:00:00
CUST_000100,nm_843330072,ph_8316919907,em_7101476386,new,north,telco,large,2026-08-21T00:00:00
CUST_000101,nm_864514174,ph_506434808,em_1321297225,young,south,telco,large,2026-06-20T00:00:00
CUST_000102,nm_919960524,ph_3601528929,em_5370517673,business,north,telco,large,2026-11-17T00:00:00
CUST_000103,nm_941180994,ph_4089789138,em_5289966317,business,south,telco,large,2026-06-02T00:00:00
CUST_000104,nm_802005190,ph_1842117151,em_2084797125,mass,south,telco,large,2026-08-29T00:00:00
CUST_000105,nm_949829679,ph_4281402478,em_3058315299,new,south,telco,large,2026-02-21T00:00:00
CUST_000106,nm_159017159,ph_9707372916,em_8303167965,premium,south,telco,large,2026-07-04T00:00:00
CUST_000107,nm_838897362,ph_3093341146,em_4384312570,young,north,telco,large,2026-05-08T00:00:00
CUST_000108,nm_84949670,ph_719955471,em_6271012028,business,north,telco,large,2026-12-14T00:00:00
CUST_000109,nm_443357423,ph_8618176886,em_1185826598,mass,center,telco,large,2026-08-31T00:00:00
CUST_000110,nm_634228702,ph_966821802,em_2544284223,young,center,telco,large,2026-11-05T00:00:00
CUST_000111,nm_245428674,ph_8266806519,em_3431851477,premium,center,telco,large,2026-11-09T00:00:00
CUST_000112,nm_257157667,ph_866469348,em_1247048127,premium,south,telco,large,2026-07-21T00:00:00
CUST_000113,nm_435341461,ph_3297627250,em_9956152450,mass,north,telco,large,2026-01-17T00:00:00
CUST_000114,nm_554494492,ph_8670346775,em_5251548268,new,south,telco,large,2026-02-08T00:00:00
CUST_000115,nm_544461414,ph_7045163501,em_5302060205,premium,south,telco,large,2026-07-23T00:00:00
CUST_000116,nm_782988146,ph_895759286,em_2184303481,young,north,telco,large,2026-04-30T00:00:00
CUST_000117,nm_141413314,ph_3849459185,em_6621210492,new,center,telco,large,2026-09-14T00:00:00
CUST_000118,nm_305109469,ph_2677024341,em_6177298887,mass,north,telco,large,2026-05-15T00:00:00
CUST_000119,nm_580348882,ph_2337396339,em_6113475932,young,north,telco,large,2026-07-07T00:00:00
CUST_000120,nm_323066282,ph_6229854297,em_6565248308,new,south,telco,large,2026-01-01T00:00:00
CUST_000121,nm_603519523,ph_8364877646,em_256135186,young,south,telco,large,2026-04-02T00:00:00
CUST_000122,nm_689539717,ph_488393550,em_9921664638,premium,south,telco,large,2026-12-02T00:00:00
CUST_000123,nm_652838187,ph_8404747743,em_3707952171,business,north,telco,large,2026-10-03T00:00:00
CUST_000124,nm_298998519,ph_4386968894,em_8069255749,young,south,telco,large,2026-07-06T00:00:00
CUST_000125,nm_474650352,ph_844960129,em_4775940094,mass,south,telco,large,2026-11-28T00:00:00
CUST_000126,nm_594331079,ph_9645853163,em_23744974,young,north,telco,large,2026-08-02T00:00:00
CUST_000127,nm_535245207,ph_5586533529,em_3384970274,young,center,telco,large,2026-03-10T00:00:00
CUST_000128,nm_187717473,ph_4978971553,em_8008672468,mass,north,telco,large,2026-02-28T00:00:00
CUST_000129,nm_90537236,ph_6515677450,em_2427041741,new,center,telco,large,2026-04-24T00:00:00
CUST_000130,nm_34826892,ph_4378157834,em_1927473291,young,center,telco,large,2026-04-05T00:00:00
CUST_000131,nm_442138917,ph_1452053003,em_207727201,mass,north,telco,large,2026-10-06T00:00:00
CUST_000132,nm_232918655,ph_2037212086,em_1739662333,business,south,telco,large,2026-10-06T00:00:00
CUST_000133,nm_904297101,ph_1107871073,em_9543254945,premium,center,telco,large,2026-03-26T00:00:00
CUST_000134,nm_480677668,ph_9174178989,em_5736385151,mass,south,telco,large,2026-10-23T00:00:00
CUST_000135,nm_213081585,ph_3204512752,em_384321638,business,north,telco,large,2026-04-17T00:00:00
CUST_000136,nm_581346859,ph_1404947701,em_7198303160,young,north,telco,large,2026-04-22T00:00:00
CUST_000137,nm_464722797,ph_8514101264,em_948664360,business,north,telco,large,2026-02-10T00:00:00
CUST_000138,nm_880652850,ph_8964501864,em_3757992575,young,center,telco,large,2026-05-11T00:00:00
CUST_000139,nm_858691505,ph_3162173868,em_9697205749,premium,north,telco,large,2026-05-24T00:00:00
CUST_000140,nm_552262564,ph_9914227527,em_2732509493,premium,center,telco,large,2026-10-19T00:00:00
CUST_000141,nm_980941749,ph_6102507238,em_8681152974,business,center,telco,large,2026-08-25T00:00:00
CUST_000142,nm_582490302,ph_6919582635,em_3728116813,young,center,telco,large,2026-12-12T00:00:00
CUST_000143,nm_279966459,ph_821045188,em_6911261329,young,south,telco,large,2026-02-04T00:00:00
CUST_000144,nm_992228522,ph_9093763382,em_8694362129,business,center,telco,large,2026-03-09T00:00:00
CUST_000145,nm_23882691,ph_3911383717,em_5419142266,premium,center,telco,large,2026-08-21T00:00:00
CUST_000146,nm_420932152,ph_5576203233,em_3192897521,new,north,telco,large,2026-08-01T00:00:00
CUST_000147,nm_558193222,ph_8222799302,em_1358482286,premium,north,telco,large,2026-11-21T00:00:00
CUST_000148,nm_836457624,ph_8332087178,em_8418186625,mass,center,telco,large,2026-07-15T00:00:00
CUST_000149,nm_43199967,ph_1731770183,em_1456023594,young,north,telco,large,2026-09-19T00:00:00
CUST_000150,nm_96641851,ph_1408971853,em_8896308585,mass,center,telco,large,2026-03-17T00:00:00
CUST_000151,nm_620399985,ph_5947622456,em_958277325,mass,south,telco,large,2026-09-17T00:00:00
CUST_000152,nm_392727453,ph_7872048791,em_7089506793,mass,north,telco,large,2026-04-12T00:00:00
CUST_000153,nm_90360603,ph_663722389,em_6855198744,young,north,telco,large,2026-12-23T00:00:00
CUST_000154,nm_941688578,ph_6817738210,em_9566342452,premium,south,telco,large,2026-01-08T00:00:00
CUST_000155,nm_557510086,ph_8301664879,em_4575384704,business,north,telco,large,2026-05-13T00:00:00
CUST_000156,nm_270918721,ph_6723788550,em_9839344909,mass,south,telco,large,2026-08-05T00:00:00
CUST_000157,nm_687848508,ph_1012552516,em_5773654783,new,north,telco,large,2026-05-14T00:00:00
CUST_000158,nm_181755749,ph_6842643553,em_719016959,premium,north,telco,large,2026-08-06T00:00:00
CUST_000159,nm_690722649,ph_5914959202,em_4531095345,business,south,telco,large,2026-05-06T00:00:00
CUST_000160,nm_844109897,ph_6620135019,em_4181093354,premium,center,telco,large,2026-11-30T00:00:00
CUST_000161,nm_932584143,ph_63771805,em_8589379010,mass,south,telco,large,2026-03-29T00:00:00
CUST_000162,nm_457872348,ph_1704566232,em_6142512736,new,south,telco,large,2026-10-05T00:00:00
CUST_000163,nm_616679418,ph_5093542896,em_3525178926,new,center,telco,large,2026-12-24T00:00:00
CUST_000164,nm_881090755,ph_4550149335,em_5926520785,mass,south,telco,large,2026-10-27T00:00:00
CUST_000165,nm_151018735,ph_3824111642,em_3941328349,business,center,telco,large,2026-10-18T00:00:00
CUST_000166,nm_330408201,ph_6797047380,em_4693499628,premium,north,telco,large,2026-01-19T00:00:00
CUST_000167,nm_577723306,ph_1004858337,em_2003101957,business,center,telco,large,2026-05-17T00:00:00
CUST_000168,nm_72544379,ph_5718814546,em_2522921958,business,south,telco,large,2026-07-11T00:00:00
CUST_000169,nm_917324396,ph_4135255534,em_5888523378,business,south,telco,large,2026-07-20T00:00:00
CUST_000170,nm_331521602,ph_7730469294,em_8745927230,young,center,telco,large,2026-12-13T00:00:00
CUST_000171,nm_168948124,ph_4993707968,em_3267987128,mass,south,telco,large,2026-08-21T00:00:00
CUST_000172,nm_711544089,ph_7298933683,em_4128730640,new,north,telco,large,2026-10-28T00:00:00
CUST_000173,nm_728243885,ph_4456854699,em_2919470173,new,south,telco,large,2026-06-03T00:00:00
CUST_000174,nm_815916499,ph_9441586561,em_2696059243,mass,north,telco,large,2026-07-22T00:00:00
CUST_000175,nm_777652718,ph_5303526126,em_9316255723,young,south,telco,large,2026-12-13T00:00:00
CUST_000176,nm_196917908,ph_6654293620,em_3248589130,new,north,telco,large,2026-12-12T00:00:00
CUST_000177,nm_704091422,ph_8651412625,em_592509072,premium,center,telco,large,2026-08-20T00:00:00
CUST_000178,nm_550660887,ph_9329430630,em_4746760611,premium,north,telco,large,2026-09-22T00:00:00
CUST_000179,nm_376263640,ph_7465332295,em_576850832,mass,north,telco,large,2026-03-23T00:00:00
CUST_000180,nm_964892974,ph_6406963653,em_9253820098,business,north,telco,large,2026-11-29T00:00:00
CUST_000181,nm_852996329,ph_6486827852,em_2253839675,new,south,telco,large,2026-04-14T00:00:00
CUST_000182,nm_493541500,ph_6492564524,em_2911642229,young,south,telco,large,2026-12-27T00:00:00
CUST_000183,nm_959663373,ph_9869561852,em_48082925,business,south,telco,large,2026-04-01T00:00:00
CUST_000184,nm_203838383,ph_7150610716,em_4687081252,business,north,telco,large,2026-05-19T00:00:00
CUST_000185,nm_480174560,ph_6589212591,em_969274511,new,south,telco,large,2026-05-09T00:00:00
CUST_000186,nm_711403109,ph_855436848,em_1660081654,mass,north,telco,large,2026-12-20T00:00:00
CUST_000187,nm_712053476,ph_9129896658,em_7384368898,premium,south,telco,large,2026-07-03T00:00:00
CUST_000188,nm_248127840,ph_8839811038,em_8668782852,premium,south,telco,large,2026-04-13T00:00:00
CUST_000189,nm_232482898,ph_500466487,em_9437008030,mass,north,telco,large,2026-10-05T00:00:00
CUST_000190,nm_520872354,ph_1147268667,em_717785453,premium,north,telco,large,2026-03-06T00:00:00
CUST_000191,nm_754070420,ph_9258775794,em_3764426929,new,north,telco,large,2026-11-17T00:00:00
CUST_000192,nm_42548597,ph_2673197887,em_4891160496,business,center,telco,large,2026-02-05T00:00:00
CUST_000193,nm_40998847,ph_3480997038,em_4915530709,new,south,telco,large,2026-05-09T00:00:00
CUST_000194,nm_398494298,ph_8331723293,em_6746455133,premium,center,telco,large,2026-05-13T00:00:00
CUST_000195,nm_125938807,ph_6236194163,em_4043754754,new,north,telco,large,2026-02-20T00:00:00
CUST_000196,nm_333129555,ph_5420293282,em_7305560021,new,north,telco,large,2026-06-22T00:00:00
CUST_000197,nm_182846824,ph_2478680643,em_4427287649,business,north,telco,large,2026-05-16T00:00:00
CUST_000198,nm_500709166,ph_2046103936,em_3674654399,premium,center,telco,large,2026-12-15T00:00:00
CUST_000199,nm_720554200,ph_5659833578,em_4536646313,mass,south,telco,large,2026-08-20T00:00:00
CUST_000200,nm_490429672,ph_6509583502,em_5466122320,young,south,telco,large,2026-04-30T00:00:00
CUST_000201,nm_384457307,ph_5788304593,em_4326450083,premium,center,telco,large,2026-06-01T00:00:00
CUST_000202,nm_753119903,ph_6658010991,em_3578155742,business,south,telco,large,2026-04-12T00:00:00
CUST_000203,nm_315206870,ph_5405559894,em_5637662773,young,south,telco,large,2026-07-14T00:00:00
CUST_000204,nm_393985972,ph_4308322674,em_4214585133,mass,south,telco,large,2026-07-26T00:00:00
CUST_000205,nm_997592503,ph_889323004,em_1553776005,mass,north,telco,large,2026-06-07T00:00:00
CUST_000206,nm_430915061,ph_942106004,em_8874438188,mass,center,telco,large,2026-08-27T00:00:00
CUST_000207,nm_730766619,ph_1812217680,em_1173512588,mass,center,telco,large,2026-02-06T00:00:00
CUST_000208,nm_326005389,ph_8186126217,em_1547705123,young,north,telco,large,2026-01-21T00:00:00
CUST_000209,nm_352601166,ph_6753967029,em_5395002990,young,north,telco,large,2026-06-13T00:00:00
CUST_000210,nm_566505933,ph_7244817387,em_5711966447,young,south,telco,large,2026-07-28T00:00:00
CUST_000211,nm_53185340,ph_719275259,em_9452034825,business,center,telco,large,2026-10-18T00:00:00
CUST_000212,nm_163562836,ph_4248652681,em_9623800320,premium,north,telco,large,2026-11-03T00:00:00
CUST_000213,nm_975694224,ph_8981719401,em_3471818881,new,north,telco,large,2026-06-14T00:00:00
CUST_000214,nm_740518746,ph_4570544087,em_6494240853,young,north,telco,large,2026-11-22T00:00:00
CUST_000215,nm_804187769,ph_2809185996,em_2607864980,new,north,telco,large,2026-11-07T00:00:00
CUST_000216,nm_41050267,ph_8311003012,em_7862432596,business,south,telco,large,2026-10-12T00:00:00
CUST_000217,nm_785549922,ph_7014597689,em_5271519571,new,north,telco,large,2026-01-21T00:00:00
CUST_000218,nm_392266995,ph_2366398072,em_6975682963,new,north,telco,large,2026-01-18T00:00:00
CUST_000219,nm_158945843,ph_4124309428,em_2624648898,new,center,telco,large,2026-01-21T00:00:00
CUST_000220,nm_83611062,ph_7693015101,em_8961995934,new,south,telco,large,2026-06-17T00:00:00
CUST_000221,nm_773881810,ph_4726246742,em_6828544122,new,center,telco,large,2026-05-26T00:00:00
CUST_000222,nm_305218913,ph_5628104592,em_1781387976,young,center,telco,large,2026-05-10T00:00:00
CUST_000223,nm_707149105,ph_6978243036,em_7794528054,young,south,telco,large,2026-01-26T00:00:00
CUST_000224,nm_279182237,ph_1301289578,em_37952054,new,north,telco,large,2026-04-14T00:00:00
CUST_000225,nm_327351632,ph_3154644269,em_6581606085,young,center,telco,large,2026-03-16T00:00:00
CUST_000226,nm_2821487,ph_2383058168,em_6759780449,new,center,telco,large,2026-01-26T00:00:00
CUST_000227,nm_307091914,ph_4409830597,em_9129509415,mass,center,telco,large,2026-06-02T00:00:00
CUST_000228,nm_64386611,ph_4097594704,em_9199880988,premium,center,telco,large,2026-09-13T00:00:00
CUST_000229,nm_815963180,ph_647027311,em_9865086265,mass,north,telco,large,2026-07-11T00:00:00
CUST_000230,nm_886694014,ph_8877487031,em_7545340772,business,north,telco,large,2026-03-12T00:00:00
CUST_000231,nm_717797638,ph_9586888792,em_5784441123,business,center,telco,large,2026-07-28T00:00:00
CUST_000232,nm_515949002,ph_8899879386,em_1365939858,mass,south,telco,large,2026-03-23T00:00:00
CUST_000233,nm_488846090,ph_6991538436,em_4472022885,premium,north,telco,large,2026-02-15T00:00:00
CUST_000234,nm_352810392,ph_3272410989,em_9804568580,young,north,telco,large,2026-12-10T00:00:00
CUST_000235,nm_294953041,ph_7094432955,em_639649441,business,center,telco,large,2026-08-09T00:00:00
CUST_000236,nm_312282526,ph_8064181517,em_5516271526,young,south,telco,large,2026-02-01T00:00:00
CUST_000237,nm_902271719,ph_2671216755,em_372099898,premium,north,telco,large,2026-11-05T00:00:00
CUST_000238,nm_426844703,ph_8474403333,em_591944236,new,center,telco,large,2026-12-06T00:00:00
CUST_000239,nm_200299017,ph_1775849347,em_5233365379,young,south,telco,large,2026-05-09T00:00:00
CUST_000240,nm_400301438,ph_7182386437,em_2179817742,business,south,telco,large,2026-05-02T00:00:00
CUST_000241,nm_10270399,ph_2105221648,em_349708900,business,south,telco,large,2026-08-22T00:00:00
CUST_000242,nm_125040782,ph_5312550523,em_7466763321,business,center,telco,large,2026-09-26T00:00:00
CUST_000243,nm_542387656,ph_1783182931,em_6778759033,mass,center,telco,large,2026-08-07T00:00:00
CUST_000244,nm_464439489,ph_8896604770,em_107188216,mass,north,telco,large,2026-01-19T00:00:00
CUST_000245,nm_169285977,ph_6067245751,em_9194590607,mass,north,telco,large,2026-06-21T00:00:00
CUST_000246,nm_619023730,ph_8557055026,em_9189783321,young,south,telco,large,2026-05-10T00:00:00
CUST_000247,nm_143636908,ph_1153439836,em_3048870070,mass,north,telco,large,2026-07-30T00:00:00
CUST_000248,nm_606682997,ph_1308168188,em_1337973301,new,north,telco,large,2026-04-20T00:00:00
CUST_000249,nm_769795395,ph_6378797247,em_4363505349,mass,south,telco,large,2026-01-13T00:00:00
CUST_000250,nm_450279690,ph_6229274622,em_585685225,new,center,telco,large,2026-05-30T00:00:00
CUST_000251,nm_506978531,ph_9316920158,em_3226344166,young,north,telco,large,2026-03-07T00:00:00
CUST_000252,nm_140806743,ph_8383784202,em_9882192565,young,center,telco,large,2026-02-01T00:00:00
CUST_000253,nm_326111786,ph_5934736083,em_4147000325,young,south,telco,large,2026-01-12T00:00:00
CUST_000254,nm_629349658,ph_2337233428,em_1802996720,new,north,telco,large,2026-05-24T00:00:00
CUST_000255,nm_730633342,ph_2093657653,em_9082403617,young,center,telco,large,2026-07-26T00:00:00
CUST_000256,nm_314030078,ph_2065518979,em_3054262422,business,center,telco,large,2026-11-20T00:00:00
CUST_000257,nm_881112598,ph_7318654930,em_8945563456,business,north,telco,large,2026-04-01T00:00:00
CUST_000258,nm_919054538,ph_7253369612,em_3340202137,premium,south,telco,large,2026-10-09T00:00:00
CUST_000259,nm_975459302,ph_6206622304,em_5843318277,premium,north,telco,large,2026-09-12T00:00:00
CUST_000260,nm_301927213,ph_9544016384,em_8141583203,mass,center,telco,large,2026-09-19T00:00:00
CUST_000261,nm_260073752,ph_7691996063,em_9478471080,premium,center,telco,large,2026-08-23T00:00:00
CUST_000262,nm_764318247,ph_5498394353,em_9030794526,mass,center,telco,large,2026-04-22T00:00:00
CUST_000263,nm_367335522,ph_1722471910,em_81726164,premium,center,telco,large,2026-05-05T00:00:00
CUST_000264,nm_122658169,ph_1582665425,em_1409929114,young,south,telco,large,2026-05-16T00:00:00
CUST_000265,nm_457243204,ph_6159806427,em_3676851834,mass,center,telco,large,2026-09-01T00:00:00
CUST_000266,nm_146036322,ph_6398241906,em_73203938,young,north,telco,large,2026-03-07T00:00:00
CUST_000267,nm_155264395,ph_8849427469,em_155103834,new,north,telco,large,2026-02-25T00:00:00
CUST_000268,nm_89310812,ph_2567407486,em_8483065494,young,center,telco,large,2026-06-19T00:00:00
CUST_000269,nm_889898901,ph_5293895995,em_1108601555,business,south,telco,large,2026-05-18T00:00:00
CUST_000270,nm_360101450,ph_2088988511,em_6518401345,business,south,telco,large,2026-06-20T00:00:00
CUST_000271,nm_117860389,ph_8000451306,em_6733122819,business,south,telco,large,2026-08-23T00:00:00
