customer_id,name_hash,phone_hash,email_hash,segment,region,industry,client_size,created_at
I015,inst_retail,ph_6195000457,em_5672386067,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I016,inst_financials,ph_7760040672,em_4210378251,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I017,inst_utilities,ph_7862188103,em_7332864374,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I018,inst_energy,ph_3824720501,em_4403613688,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I019,inst_real_estate,ph_9291387501,em_3259250264,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I020,inst_financials,ph_7527667430,em_7853321357,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I021,inst_financials,ph_4649468384,em_2608925952,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I022,inst_utilities,ph_3527230312,em_7565682680,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I023,inst_tech,ph_6329526560,em_4272024575,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I024,inst_energy,ph_3855937182,em_9218916272,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I025,inst_utilities,ph_8237539160,em_7485183723,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I026,inst_retail,ph_9306328728,em_8189737963,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I027,inst_financials,ph_0043976869,em_9374035551,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I028,inst_retail,ph_9258854194,em_2197897311,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I029,inst_tech,ph_4611078472,em_2379273948,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I030,inst_utilities,ph_9346031903,em_5321660449,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I031,inst_financials,ph_8070331944,em_5793420520,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I032,inst_utilities,ph_0106613739,em_3095969228,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I033,inst_financials,ph_6606371726,em_3176970910,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I034,inst_tech,ph_2658484717,em_5878542653,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I035,inst_tech,ph_6864205167,em_4886700591,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I036,inst_energy,ph_7207375374,em_7126883341,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I037,inst_financials,ph_8695341250,em_7141042641,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I038,inst_real_estate,ph_8427167877,em_8386566421,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I039,inst_utilities,ph_9151938390,em_7816168453,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I040,inst_tech,ph_4281464882,em_8595442947,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I041,inst_financials,ph_1999828272,em_4907530419,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I042,inst_real_estate,ph_9701612296,em_7135037173,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I043,inst_energy,ph_6286465192,em_6156992181,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I044,inst_tech,ph_6156077466,em_8292247162,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I045,inst_retail,ph_9373328949,em_8285207676,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I046,inst_tech,ph_8726004298,em_2890365678,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I047,inst_retail,ph_4254161723,em_4855587458,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I048,inst_tech,ph_8752974745,em_5058353697,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I049,inst_tech,ph_1495685034,em_6642296490,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I050,inst_energy,ph_2407961256,em_2645684131,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I051,inst_real_estate,ph_7311783380,em_2173189461,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I052,inst_real_estate,ph_0523043410,em_5637353155,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I053,inst_tech,ph_1817028986,em_1659224509,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I054,inst_retail,ph_8232091677,em_7597769429,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I055,inst_retail,ph_9673945727,em_3670639646,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I056,inst_retail,ph_7126560386,em_7185509687,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I057,inst_utilities,ph_0102818938,em_4523510658,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I058,inst_real_estate,ph_3253664607,em_9247353181,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I059,inst_real_estate,ph_4308112320,em_9346766796,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I060,inst_real_estate,ph_4686242229,em_2245529878,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I061,inst_utilities,ph_9690353199,em_1204611621,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I062,inst_tech,ph_1635467782,em_9071592661,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I063,inst_tech,ph_0345573949,em_9483881876,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I064,inst_financials,ph_0962065805,em_5388432788,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I065,inst_retail,ph_0172688764,em_9582370743,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I066,inst_retail,ph_4554779517,em_5057183785,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I067,inst_energy,ph_1407550721,em_7512658953,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I068,inst_utilities,ph_2196404796,em_9817145764,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I069,inst_utilities,ph_6361994103,em_6418454403,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I070,inst_tech,ph_7560521215,em_1971437685,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I071,inst_energy,ph_1745017519,em_5723150894,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I072,inst_energy,ph_9975387446,em_3612797382,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I073,inst_real_estate,ph_5388074622,em_1764071610,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I074,inst_retail,ph_2576488092,em_7092446671,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I075,inst_retail,ph_4153664972,em_5480008177,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I076,inst_retail,ph_3841118988,em_4950475500,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I077,inst_retail,ph_5333990471,em_3337740995,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I078,inst_tech,ph_5094917232,em_8914803357,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I079,inst_utilities,ph_8867080955,em_4671808168,bond_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I080,inst_financials,ph_0970960703,em_1224564611,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I081,inst_utilities,ph_0746870527,em_4397095006,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I082,inst_utilities,ph_7123841565,em_6490075278,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I083,inst_energy,ph_6673488704,em_1355046541,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I084,inst_energy,ph_2740070818,em_8520363819,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I085,inst_financials,ph_3987715567,em_1515377057,alternative,GLOBAL,afp,systemic,2026-01-01T00:00:00
I086,inst_retail,ph_9826811526,em_1163824309,equity_local,GLOBAL,afp,systemic,2026-01-01T00:00:00
I087,inst_financials,ph_7211662201,em_4509711886,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I088,inst_retail,ph_8651499777,em_0365672472,bond_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
I089,inst_utilities,ph_3080920879,em_2612085266,equity_global,GLOBAL,afp,systemic,2026-01-01T00:00:00
